目录,题目类型,大题题干,难易度,,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,南朝刘义庆的著作_________“记言则玄远冷峻，记行则高简瑰奇。”既是文学宝典，又具史传特性，广泛反映了汉末魏晋之际的社会风气，故而在文化方面极富价值。197,易,《世说新语》,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,系列山水游记“永州八记”是_____________的代表作。,易,柳宗元,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,_________的《瓦尔登湖》，详细记载了梭罗在瓦尔登湖的生涯，记述了自己简单朴实的生活场景，展示了瓦尔登湖优美宜人的奇特风光，也表达了工业文明和喧嚣社会挤压人类、侵蚀人性的忧虑。他在瓦尔登湖畔追求孤独，也在追求轻松愉悦，追求更深刻的思考和探索。《瓦尔登湖》被认为是一本寂寞、恬静、智慧的书。206,易,亨利·梭罗,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,现代奥林匹克运动会上开幕式上点燃“圣火”仪式渊源自古希腊神话中的英雄_______________235,易,普罗米修斯,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,“凡有井水饮处，即能歌柳词！”柳词是谁的词?,易,柳永,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,“东厢坦腹”的主人公是____________。,易,王羲之,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,_______是满族妇女传统服装和中国南方服饰以及西洋晚礼服的融合。它充分体现了东方女性的体态美和曲线美，同时有一种端庄、稳重、雅致的风格。含蓄细腻，活泼又不流于张狂，优雅大方而合于天性。再加上色彩与款式的变化，一改世人对中国服装单调保守的印象。,易,旗袍,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,唐代有一个大书法家，号称“草圣”。贺知章《饮中八仙歌》说他：“__________三杯草圣传，脱帽漏顶王公前，挥毫落纸如云烟。”他好饮酒，《新唐书》记载他：“既醒目视，以为神，不可复得也。”酒使他的生命力与创造力达到了炽热的高潮，所有的束缚全部解脱了。,易,张旭,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,以下《西南联大》纪录片插曲，歌词化用自（   ）西南联大-无限生机在我身.mp4《诗经·小雅·采薇》昔我往矣，   当初离家从军去杨柳依依，   杨柳依依轻摇曳今我来思，   如今返乡解甲归雨雪霏霏。   雪花飘飘飞满野小注：对《诗经》感兴趣的同学，我们推荐以下优质普及版本，可选一种《诗经译注》，周振甫，中华书局《诗经译注》，程俊英，上海古籍《诗经选》，余冠英，中华书局,易,《诗经·小雅·采薇》,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,品读以下诗篇《睡起》，根据诗风，判断诗人（  ）睡起柿叶铺庭红颗秋，熏炉沉水度衣篝。松风梦与故人遇，同驾飞鸿跨九州。【小注】沉水，指沉水香，一种香木。衣篝，罩在香炉上的香笼，可给衣冠熏上香味。元丰四年（1081）一个晴好的日子，在沉水香轻烟的熏笼之下，诗人不知不觉进入梦乡，松林晓风之间，遇见了思念的故人，一同跨上鸿雁，飞越九州。忽然树枝摇落几片柿叶，猛地醒来，仍是飘叶落满的庭院与果实映红的深秋。人生如诗亦如梦。生活的态度，既要“入梦”般投入，如鸿雁翱翔九州、大展宏图；又要“睡起”般清明，如鲲鹏垂天，渺观人间沟壑坷坎、荣华晏乐。春有百花秋有月，夏有凉风冬有雪，梦中清醒醒似梦，四季都是好时节。作者黄庭坚（1045——1105），字鲁直，号山谷道人，洪州分宁（今江西省九江市修水县）人，北宋著名文学家、书法家，为“苏门四学士”之一，与苏轼齐名，世称“苏黄”。黄庭坚作诗，常从细微入手，感事抒怀，再现了宋代文人士大夫的精神世界。他的诗词法度谨严，但无斧齿凿痕，清新自然，堪称宋诗的典范。黄庭坚提倡以学问为诗，他出入经史子集、道藏佛典之间，诗词充满了道心禅意，达到了“不烦绳削而自合”的境界。,易,黄庭坚,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,这是（   ）的诗。口腹贪饕岂有穷，咽喉一过总成空。何如惜福留余地，养得清虚乐在中。——苏东坡生活在喧嚣的现代社会里，视野所及的满是诱惑。很多人因为物质欲望无法满足，从而产生各种负面心理，它们象浓雾一样，遮蔽了我们的内心。这首诗教我们如何面对贪欲。常言道：苦莫大于多欲，富莫大于知足，贫莫大于贪婪。我们在爱惜自己生命的同时，也要善待动物，爱护环境，节制一己私欲，与自然、人群和谐相处，唯有保持清虚，才高贵，才有尊严。,易,苏东坡,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,“一饭三吐脯，一沐三握发”的典故最早源于________________。（洗头发的时候，总是多次停下来，把自己已经散的头发重新握起来接待宾客。有时候吃一顿饭，也要多次停下来接待宾客，比喻礼贤下士。）,易,周公,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,这幅画题为（    ）是北宋王希孟18岁所作。中国十大传世名画之一。陈丹青曾这样评价王希孟：“通常成年的老熟的大师，喜欢做减法，也就是所谓取舍和概括，可十八岁英年的王希孟呢，他是忙着做加法。人在十八岁年纪，才会有这股子雄心和细心，一点不乱，不枝蔓，不繁杂，通篇贵气，清秀逼人，那就是他的天赋了。”《千里江山图》属比肩《清明上河图》的青绿山水画巅峰之作。陈丹青谈《千里江山图》:https://mp.weixin.qq.com/s/cN32Q8AjELC_GlkoXlQvhQ 并完美高清图,易,千里江山图,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,这首词的作者是（  ）曾和他一样潇洒的东晋高士是宰相（  ）定风波题记:三月七日，沙湖道中遇雨。雨具先去，同行皆狼狈，余独不觉，已而遂晴，故作此。莫听穿林打叶声，何妨吟啸且徐行。竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生。料峭春风吹酒醒，微冷，山头斜照却相迎。回首向来萧瑟处，归去，也无风雨也无晴。本篇写于苏东坡贬居黄州时期。上片写雨景，下片写雨后初睛，贯穿全词的就是词序中所说的“余独不觉”。这种“不觉”前人也有过，那就是东晋高士谢安，《晋书》中记载他临事不惧的潇洒与镇定。苏轼的“不觉”表达了他雨也不怕，晴也不喜，超越荣辱得失的人生了悟，那种“任天而动”的“坦荡之怀”。在黄州饱尝人生“风雨”的痛苦折磨之中，他内省，他思索，最终以这种思维方式淡化和消解了他所面临的挫折与痛苦，形成洒脱飘逸的气度，笑对人间厄运的旷达心怀。,易,苏东坡   谢安,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,“鲲鹏展翅”的典故出自诸子百家之（    ）鲲鹏展翅北冥有鱼，其名为鲲。鲲之大，不知其几千里也；化而为鸟，其名为鹏。鹏之背，不知其几千里也；怒而飞，其翼若垂天之云。【小注】在天高海阔的浩瀚背景中，一只大鲲化为巨鹏，展开它那遮天蔽日的巨大翅膀，水击三千里，扶摇直上九万里，由北海向遥远的南海飞迁，由此形成的形象、意象和境界是何等令人心胸开阔、意气昂奋啊！    大鹏能够壮飞、远徙，不仅仅在于它有“图南”的远大志向，还在于它凭借了羽翼下厚积着强劲风力。“风之积也不厚，则其负大翼也无力”这就是“积厚”的重要意义和普遍价值。,易,庄子,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,以下话语出自诸子中的哪一位之口？（  ）居天下之广居，立天下之正位，行天下之大道。得志，与民由之；不得志，独行其道。富贵不能淫，贫贱不能移，威武不能屈，此之谓大丈夫。自反而缩，虽千万人，吾往矣！【今译】1.大丈夫，应该居住在天下最广大的住宅（仁）里，站在天下最正确的位置（礼）上，走在天下最宽广的大道（义）上。他得志的时候，与老百姓一起，沿着大道前进。他不得志的时候，也会独自坚持原则。富贵不能腐蚀他的心，贫贱不能改变他的志，威武不能扭曲他的节，这样的人才称得上男子汉大丈夫。（前文：别人问作者——公孙衍、张仪这些策士是不是大丈夫？你看他们“一怒而诸侯惧，安居而天下熄”！！ 哪料到作者鄙视地大骂这些气势煊赫、纵横捭阖的说客不过是行“妾妇之道”，不过是“术”，不过是为自己一己之名利而奔波，算啥？真正的大丈夫，必是心怀天下的，醇正的儒家讲“感通”，是不可能麻木于天下黎民苍生的苦的，是以天下为己任的。）2.反躬自省，觉得这件事值得做，就是面对千军万马，我也要一往直前！答案提示：1.《二程遗书》片段今译：文如其人：孔子如同天地，高明而博厚；颜回如同和风祥云（孔子说他，不迁怒，不贰过）；而孟子，如同高山峻岭，气象庄严。只要观察他们的言语，就可以明白了。2.孟子这个人，极可爱——“见大人，则藐之”，那平交王侯的气度风神，千古而下，熠熠生辉！ 孟子非常注重“养气”——“我善养我浩然之气”。 请问，您未来见大人物、大领导，能既保持礼敬谦虚，又有平交王侯的气度么？,易,孟子,,,,,,
/中华文化通识教程 第七期/（高职）中华文化通识教程,单选题,概括以下《孟子》选文（     ）孟子谓万章曰:“一乡之善士斯友一乡之善士，一国之善士斯友一国之善土，天下之善士斯友天下之善士。以友天下之善士为未足，又尚论古之人。颂其诗，读其书，不知其人，可乎?是以论其世也。是尚友也。”(《孟子-万章》下)【今译】孟子对万章说：“生活在一乡的优秀人物要和那一乡的优秀人物为友，一国的优秀人物要和那一国的优秀人物为友，生活在天下的优秀人物要和天下的优秀人物为友，和天下的优秀人物为友还不够，更要上溯历史，评论古代的人物，咏诵他们的诗，读他们的书，不了解他们的为人怎么可以呢？所以要讨论他们所处的时代，与历史上的古人做朋友。”小注：与古代优秀的人物为友，可以得到很大的提升。与古人为友的方法，就是诵其诗，读其书，而读古人的书，就必须“知人论世”，对作者的生平和思想有所了解，对其所处的时代有一定的认识。《孟子》最好的普及版注本 依然是中华书局杨伯峻版,易,知人论世,,,,,,
